"","state","age","total_cit","total_register","percent_register","percent_register_cit","total_vote","percent_vote","percent_vote_cit","year"
"1512","ALASKA","25 to 34",107,70,62.7,65.2,46,41.3,42.9,"2014"
"1612","ALASKA","35 to 44",75,47,NA,NA,34,NA,NA,"2014"
"1712","ALASKA","45 to 64",184,136,71.8,74,113,59.8,61.6,"2014"
"1812","ALASKA","65+",64,49,NA,NA,43,NA,NA,"2014"
"1912","ARIZONA","Total",4397,2738,54.8,62.3,1785,35.7,40.6,"2014"
"2012","ARIZONA","18 to 24",491,181,35.1,36.8,74,14.4,15.1,"2014"
"2112","ARIZONA","25 to 34",735,411,47.9,56,170,19.8,23.1,"2014"
"2212","ARIZONA","35 to 44",760,458,48.3,60.3,245,25.8,32.2,"2014"
"2312","ARIZONA","45 to 64",1526,1012,58.7,66.3,710,41.1,46.5,"2014"
"2412","ARIZONA","65+",885,676,71.4,76.3,587,61.9,66.3,"2014"
"2512","ARKANSAS","Total",2057,1292,59,62.8,798,36.5,38.8,"2014"
"2612","ARKANSAS","18 to 24",230,116,48.2,50.7,36,14.7,15.5,"2014"
"2712","ARKANSAS","25 to 34",347,194,49.9,55.8,76,19.6,21.9,"2014"
"2812","ARKANSAS","35 to 44",313,202,57.4,64.5,127,36.2,40.8,"2014"
"2912","ARKANSAS","45 to 64",767,484,60.7,63.1,341,42.8,44.5,"2014"
"3012","ARKANSAS","65+",401,296,72.2,73.9,218,53.1,54.4,"2014"
"317","CALIFORNIA","Total",24455,14113,48.6,57.7,8949,30.8,36.6,"2014"
"322","CALIFORNIA","18 to 24",3708,1438,34.8,38.8,591,14.3,15.9,"2014"
"332","CALIFORNIA","25 to 34",4242,2082,39.4,49.1,917,17.3,21.6,"2014"
"342","CALIFORNIA","35 to 44",3845,2117,42.1,55.1,1172,23.3,30.5,"2014"
"352","CALIFORNIA","45 to 64",8163,5377,55.6,65.9,3712,38.4,45.5,"2014"
"362","CALIFORNIA","65+",4498,3099,63,68.9,2558,52,56.9,"2014"
"372","COLORADO","Total",3732,2654,66.2,71.1,2211,55.2,59.3,"2014"
"382","COLORADO","18 to 24",347,131,35,37.7,64,17.1,18.4,"2014"
"392","COLORADO","25 to 34",795,506,59.3,63.7,368,43.1,46.3,"2014"
"402","COLORADO","35 to 44",658,477,64.3,72.5,386,51.9,58.6,"2014"
"413","COLORADO","45 to 64",1217,939,71.3,77.1,833,63.3,68.4,"2014"
"422","COLORADO","65+",715,601,83.2,84.2,561,77.6,78.5,"2014"
"432","CONNECTICUT","Total",2560,1668,59.9,65.1,1195,43,46.7,"2014"
"442","CONNECTICUT","18 to 24",280,112,35.2,40.1,56,17.7,20.1,"2014"
"452","CONNECTICUT","25 to 34",387,202,46.5,52.2,118,27.2,30.5,"2014"
"462","CONNECTICUT","35 to 44",391,246,54.5,62.8,150,33.2,38.3,"2014"
"472","CONNECTICUT","45 to 64",991,719,68.6,72.5,556,53.1,56.1,"2014"
"482","CONNECTICUT","65+",511,389,73.2,76.1,315,59.4,61.7,"2014"
"492","DELAWARE","Total",661,442,62,66.8,299,42,45.2,"2014"
"502","DELAWARE","18 to 24",72,36,NA,NA,12,NA,NA,"2014"
"513","DELAWARE","25 to 34",103,58,48.4,56.6,31,25.9,30.3,"2014"
"522","DELAWARE","35 to 44",97,62,55.8,63.7,36,32.1,36.6,"2014"
"532","DELAWARE","45 to 64",237,171,69.6,72.3,123,50.1,52.1,"2014"
"542","DELAWARE","65+",152,115,73.2,75.3,97,62,63.7,"2014"
"552","DISTRICT OF COLUMBIA","Total",480,353,65.6,73.5,247,45.8,51.4,"2014"
"562","DISTRICT OF COLUMBIA","18 to 24",62,35,NA,NA,17,NA,NA,"2014"
"572","DISTRICT OF COLUMBIA","25 to 34",142,101,60,70.7,62,36.8,43.4,"2014"
"582","DISTRICT OF COLUMBIA","35 to 44",67,51,NA,NA,35,NA,NA,"2014"
"592","DISTRICT OF COLUMBIA","45 to 64",130,101,72.3,77.3,81,58,62,"2014"
"602","DISTRICT OF COLUMBIA","65+",78,66,81.6,83.7,52,64.9,66.6,"2014"
"613","FLORIDA","Total",13879,8691,56.4,62.6,6220,40.4,44.8,"2014"
"622","FLORIDA","18 to 24",1301,486,34.5,37.3,229,16.3,17.6,"2014"
"632","FLORIDA","25 to 34",2047,1113,46.9,54.4,613,25.8,30,"2014"
"642","FLORIDA","35 to 44",2269,1335,50.7,58.8,812,30.8,35.8,"2014"
"652","FLORIDA","45 to 64",4640,3142,60.2,67.7,2395,45.9,51.6,"2014"
"662","FLORIDA","65+",3621,2615,69.2,72.2,2171,57.4,60,"2014"
"672","GEORGIA","Total",6759,4306,58.9,63.7,2919,40,43.2,"2014"
"682","GEORGIA","18 to 24",895,376,38.6,42,201,20.6,22.4,"2014"
"692","GEORGIA","25 to 34",1039,622,51.7,59.9,334,27.7,32.2,"2014"
"702","GEORGIA","35 to 44",1230,801,59.2,65.1,541,40,44,"2014"
"713","GEORGIA","45 to 64",2469,1625,61.9,65.8,1160,44.2,47,"2014"
"722","GEORGIA","65+",1126,882,76.6,78.3,684,59.4,60.7,"2014"
"732","HAWAII","Total",956,490,47.4,51.3,399,38.6,41.8,"2014"
"742","HAWAII","18 to 24",125,31,23.4,24.8,11,8.2,8.7,"2014"
"752","HAWAII","25 to 34",131,55,38.6,42.2,39,27,29.4,"2014"
"762","HAWAII","35 to 44",157,72,39.8,46,56,31,35.8,"2014"
"772","HAWAII","45 to 64",328,195,55.4,59.6,170,48,51.7,"2014"
"782","HAWAII","65+",215,136,60.6,63.5,124,55.1,57.7,"2014"
"792","IDAHO","Total",1105,671,56.8,60.7,462,39.1,41.8,"2014"
"802","IDAHO","18 to 24",171,53,29.4,31.1,21,11.8,12.5,"2014"
"813","IDAHO","25 to 34",167,94,52,56.2,52,28.9,31.2,"2014"
"822","IDAHO","35 to 44",169,96,49.5,56.9,51,26,30,"2014"
"832","IDAHO","45 to 64",395,271,64.6,68.4,207,49.3,52.2,"2014"
"842","IDAHO","65+",202,157,75.9,77.6,131,63.5,64.9,"2014"
"852","ILLINOIS","Total",8951,5716,58.6,63.9,3734,38.3,41.7,"2014"
"862","ILLINOIS","18 to 24",1273,519,37.5,40.7,191,13.8,15,"2014"
"872","ILLINOIS","25 to 34",1458,831,48.5,57,406,23.7,27.8,"2014"
"882","ILLINOIS","35 to 44",1351,794,51.8,58.8,456,29.7,33.7,"2014"
"892","ILLINOIS","45 to 64",3208,2347,69,73.2,1727,50.8,53.8,"2014"
"902","ILLINOIS","65+",1661,1225,71.1,73.8,955,55.4,57.5,"2014"
"913","INDIANA","Total",4693,3048,62,64.9,1646,33.5,35.1,"2014"
"922","INDIANA","18 to 24",505,268,48,53.1,91,16.3,18,"2014"
"932","INDIANA","25 to 34",831,487,55.4,58.6,168,19.1,20.2,"2014"
"942","INDIANA","35 to 44",749,464,55.9,61.9,208,25.1,27.8,"2014"
"952","INDIANA","45 to 64",1725,1142,64.9,66.2,701,39.8,40.6,"2014"
"962","INDIANA","65+",883,688,77.6,77.9,478,53.9,54.1,"2014"
"972","IOWA","Total",2275,1584,67.8,69.6,1203,51.5,52.9,"2014"
"982","IOWA","18 to 24",250,110,43,44,51,19.7,20.2,"2014"
"992","IOWA","25 to 34",414,247,55.6,59.7,141,31.6,33.9,"2014"
"1002","IOWA","35 to 44",329,238,69.1,72.2,179,52.1,54.5,"2014"
"1013","IOWA","45 to 64",810,598,73,73.8,488,59.5,60.2,"2014"
"1022","IOWA","65+",471,390,82.9,82.9,345,73.3,73.3,"2014"
"1032","KANSAS","Total",1993,1353,63.7,67.9,962,45.3,48.3,"2014"
"1042","KANSAS","18 to 24",240,87,33.7,36.1,34,13.3,14.3,"2014"
"1052","KANSAS","25 to 34",370,217,52.5,58.8,108,26,29.2,"2014"
"1062","KANSAS","35 to 44",290,190,58.6,65.6,129,39.8,44.6,"2014"
"1072","KANSAS","45 to 64",678,524,73.4,77.2,417,58.4,61.4,"2014"
"1082","KANSAS","65+",415,335,80.7,80.7,274,66,66,"2014"
"1092","KENTUCKY","Total",3207,2298,69.2,71.6,1525,45.9,47.5,"2014"
"1102","KENTUCKY","18 to 24",406,226,52.3,55.7,101,23.4,24.9,"2014"
"1113","KENTUCKY","25 to 34",518,349,62.5,67.4,202,36.1,38.9,"2014"
"1122","KENTUCKY","35 to 44",490,382,74.5,77.9,236,46,48.1,"2014"
"1132","KENTUCKY","45 to 64",1172,866,72.4,73.9,619,51.8,52.8,"2014"
"1142","KENTUCKY","65+",621,475,76.2,76.5,367,59,59.2,"2014"
"1152","LOUISIANA","Total",3342,2398,69.5,71.7,1677,48.6,50.2,"2014"
"1162","LOUISIANA","18 to 24",484,258,51.6,53.4,132,26.2,27.2,"2014"
"1172","LOUISIANA","25 to 34",610,410,63.8,67.2,232,36.2,38.1,"2014"
"1182","LOUISIANA","35 to 44",463,306,60.9,66,183,36.5,39.6,"2014"
"1192","LOUISIANA","45 to 64",1162,913,77.5,78.6,703,59.7,60.5,"2014"
"1202","LOUISIANA","65+",623,510,81.6,81.9,426,68.2,68.5,"2014"
"1213","MAINE","Total",1045,799,75.4,76.5,642,60.5,61.5,"2014"
"1222","MAINE","18 to 24",107,54,49.4,50.7,33,30.2,31,"2014"
"1232","MAINE","25 to 34",152,98,63.5,64.4,67,43.4,44,"2014"
"1242","MAINE","35 to 44",149,119,77.8,79.7,90,58.6,60.1,"2014"
"1252","MAINE","45 to 64",376,310,81.2,82.5,258,67.7,68.7,"2014"
"1262","MAINE","65+",260,218,83.4,83.9,194,74.2,74.7,"2014"
"1272","MARYLAND","Total",4148,2995,65.9,72.2,2028,44.7,48.9,"2014"
"1282","MARYLAND","18 to 24",434,210,42.9,48.4,106,21.7,24.5,"2014"
"1292","MARYLAND","25 to 34",822,544,56.4,66.1,265,27.5,32.3,"2014"
"1302","MARYLAND","35 to 44",571,432,66.6,75.8,285,44,50,"2014"
"1313","MARYLAND","45 to 64",1583,1229,73,77.6,912,54.2,57.6,"2014"
"1322","MARYLAND","65+",738,580,76.6,78.5,460,60.8,62.3,"2014"
"1332","MASSACHUSETTS","Total",4815,3250,61.6,67.5,2259,42.8,46.9,"2014"
"1342","MASSACHUSETTS","18 to 24",536,238,40.4,44.4,109,18.5,20.3,"2014"
"1352","MASSACHUSETTS","25 to 34",845,427,43.4,50.5,233,23.7,27.5,"2014"
"1362","MASSACHUSETTS","35 to 44",718,504,59.8,70.3,298,35.3,41.5,"2014"
"1372","MASSACHUSETTS","45 to 64",1696,1271,70.1,74.9,974,53.7,57.4,"2014"
"1382","MASSACHUSETTS","65+",1021,810,77.3,79.4,646,61.6,63.3,"2014"
"1392","MICHIGAN","Total",7246,5159,68.1,71.2,3416,45.1,47.1,"2014"
"1402","MICHIGAN","18 to 24",899,448,48.9,49.8,167,18.3,18.6,"2014"
"1413","MICHIGAN","25 to 34",1039,674,59.8,64.9,340,30.1,32.7,"2014"
"1422","MICHIGAN","35 to 44",1193,863,67.9,72.3,546,43,45.8,"2014"
"1432","MICHIGAN","45 to 64",2553,1888,71,74,1312,49.3,51.4,"2014"
"1442","MICHIGAN","65+",1562,1285,80.2,82.3,1051,65.6,67.3,"2014"
"1452","MINNESOTA","Total",3933,2822,68.8,71.8,2047,49.9,52,"2014"
"1462","MINNESOTA","18 to 24",520,206,38.4,39.6,112,20.9,21.6,"2014"
"1472","MINNESOTA","25 to 34",660,416,58.6,63.1,252,35.4,38.1,"2014"
"1482","MINNESOTA","35 to 44",598,465,74,77.7,292,46.5,48.9,"2014"
"1492","MINNESOTA","45 to 64",1343,1080,76.7,80.5,802,56.9,59.7,"2014"
"1502","MINNESOTA","65+",812,654,79.9,80.6,588,71.8,72.5,"2014"
"1513","MISSISSIPPI","Total",2142,1628,74.6,76,907,41.6,42.3,"2014"
"1522","MISSISSIPPI","18 to 24",322,218,66.6,67.8,85,26.1,26.5,"2014"
"1532","MISSISSIPPI","25 to 34",360,234,63.1,64.9,88,23.8,24.5,"2014"
"1542","MISSISSIPPI","35 to 44",302,210,67.7,69.7,111,35.8,36.8,"2014"
"1552","MISSISSIPPI","45 to 64",730,591,80,81,374,50.6,51.2,"2014"
"1562","MISSISSIPPI","65+",429,375,86.4,87.5,248,57.2,57.9,"2014"
"1572","MISSOURI","Total",4429,3194,70.9,72.1,1713,38,38.7,"2014"
"1582","MISSOURI","18 to 24",438,217,49,49.4,64,14.5,14.6,"2014"
"1592","MISSOURI","25 to 34",727,477,63.7,65.6,201,26.8,27.6,"2014"
"1602","MISSOURI","35 to 44",776,586,72.8,75.5,305,37.8,39.2,"2014"
"1613","MISSOURI","45 to 64",1580,1192,74.8,75.4,684,42.9,43.3,"2014"
"1622","MISSOURI","65+",907,723,78.9,79.7,460,50.2,50.7,"2014"
"1632","MONTANA","Total",782,506,64.3,64.8,391,49.7,50.1,"2014"
"1642","MONTANA","18 to 24",99,43,42.8,43.7,21,20.7,21.1,"2014"
"1652","MONTANA","25 to 34",133,73,53.7,54.8,42,31,31.6,"2014"
"1662","MONTANA","35 to 44",104,73,70.2,70.2,55,52.8,52.8,"2014"
"1672","MONTANA","45 to 64",277,190,68.2,68.5,159,57,57.2,"2014"
"1682","MONTANA","65+",169,128,75.6,75.6,115,68.2,68.2,"2014"
"1692","NEBRASKA","Total",1306,873,62.4,66.9,579,41.4,44.3,"2014"
"1702","NEBRASKA","18 to 24",166,76,42.3,45.8,26,14.4,15.5,"2014"
"1713","NEBRASKA","25 to 34",237,124,46.7,52.3,68,25.7,28.8,"2014"
"1722","NEBRASKA","35 to 44",191,130,59.3,68.1,79,35.9,41.3,"2014"
"1732","NEBRASKA","45 to 64",438,322,70.4,73.6,232,50.8,53.1,"2014"
"1742","NEBRASKA","65+",275,221,79.5,80.6,174,62.6,63.4,"2014"
"1752","NEVADA","Total",1858,1088,51.1,58.5,693,32.6,37.3,"2014"
"1762","NEVADA","18 to 24",233,98,39.9,41.8,42,17.3,18.1,"2014"
"1772","NEVADA","25 to 34",332,163,42.1,49.1,89,23,26.8,"2014"
"1782","NEVADA","35 to 44",310,176,46.4,56.7,91,23.9,29.3,"2014"
"1792","NEVADA","45 to 64",606,370,51.5,61.1,248,34.6,41,"2014"
"1802","NEVADA","65+",377,281,70.5,74.6,223,55.8,59,"2014"
"1813","NEW HAMPSHIRE","Total",1015,694,66.3,68.3,509,48.6,50.2,"2014"
"1822","NEW HAMPSHIRE","18 to 24",113,53,46.7,46.7,21,19,19,"2014"
"1832","NEW HAMPSHIRE","25 to 34",151,77,47,51.3,40,24.4,26.6,"2014"
"1842","NEW HAMPSHIRE","35 to 44",155,106,66.8,68.4,77,48.3,49.5,"2014"
"1852","NEW HAMPSHIRE","45 to 64",387,290,72.8,74.9,225,56.5,58.2,"2014"
"1862","NEW HAMPSHIRE","65+",210,168,78.9,80.1,146,68.7,69.7,"2014"
"1872","NEW JERSEY","Total",5909,3919,57.5,66.3,2151,31.5,36.4,"2014"
"1882","NEW JERSEY","18 to 24",698,328,42.5,47,100,12.9,14.3,"2014"
"1892","NEW JERSEY","25 to 34",877,485,42.6,55.3,160,14,18.3,"2014"
"1902","NEW JERSEY","35 to 44",860,591,52.5,68.7,263,23.4,30.5,"2014"
"1913","NEW JERSEY","45 to 64",2181,1576,65,72.3,963,39.7,44.2,"2014"
"1922","NEW JERSEY","65+",1292,940,69.2,72.7,666,49,51.5,"2014"
"1932","NEW MEXICO","Total",1417,919,59.9,64.9,646,42.1,45.6,"2014"
"1942","NEW MEXICO","18 to 24",184,50,25.7,27.3,23,11.6,12.3,"2014"
"1952","NEW MEXICO","25 to 34",243,125,46.9,51.6,63,23.7,26.1,"2014"
"1962","NEW MEXICO","35 to 44",195,136,59,69.4,80,34.7,40.8,"2014"
"1972","NEW MEXICO","45 to 64",470,350,69.4,74.4,264,52.4,56.2,"2014"
"1982","NEW MEXICO","65+",323,258,76.4,79.8,216,63.8,66.7,"2014"
"1992","NEW YORK","Total",13611,8078,52.9,59.4,4680,30.6,34.4,"2014"
"2002","NEW YORK","18 to 24",1738,733,37.4,42.2,258,13.2,14.9,"2014"
"2013","NEW YORK","25 to 34",2444,1213,42.1,49.6,509,17.7,20.8,"2014"
"2022","NEW YORK","35 to 44",1946,1195,51.7,61.4,602,26.1,30.9,"2014"
"2032","NEW YORK","45 to 64",4653,2948,57.2,63.3,1899,36.9,40.8,"2014"
"2042","NEW YORK","65+",2830,1989,66.9,70.3,1411,47.5,49.9,"2014"
"2052","NORTH CAROLINA","Total",6857,4779,64.5,69.7,3170,42.8,46.2,"2014"
"2062","NORTH CAROLINA","18 to 24",1008,451,41.3,44.7,235,21.6,23.4,"2014"
"2072","NORTH CAROLINA","25 to 34",1037,669,55.8,64.5,347,28.9,33.5,"2014"
"2082","NORTH CAROLINA","35 to 44",937,657,60.2,70.2,404,37.1,43.2,"2014"
"2092","NORTH CAROLINA","45 to 64",2452,1869,72.4,76.2,1262,48.9,51.5,"2014"
"2103","NORTH CAROLINA","65+",1424,1132,78.2,79.5,921,63.6,64.7,"2014"
"2113","NORTH DAKOTA","Total",547,363,64.1,66.4,279,49.2,51,"2014"
"2122","NORTH DAKOTA","18 to 24",77,36,43.5,46.4,21,25.1,26.7,"2014"
"2132","NORTH DAKOTA","25 to 34",114,68,56.2,59.4,45,37.2,39.4,"2014"
"2142","NORTH DAKOTA","35 to 44",76,48,60.7,63,32,41.2,42.8,"2014"
"2152","NORTH DAKOTA","45 to 64",180,128,69.5,71.3,106,57.4,59,"2014"
"2162","NORTH DAKOTA","65+",100,84,82.9,83.5,75,74.3,74.8,"2014"
"2172","OHIO","Total",8509,5657,64.5,66.5,3378,38.5,39.7,"2014"
"2182","OHIO","18 to 24",968,421,42.8,43.5,122,12.4,12.6,"2014"
"2192","OHIO","25 to 34",1408,882,59.2,62.6,404,27.1,28.7,"2014"
"2202","OHIO","35 to 44",1312,930,67.3,70.9,501,36.2,38.2,"2014"
"2213","OHIO","45 to 64",2955,2043,67.4,69.1,1293,42.6,43.7,"2014"
"2222","OHIO","65+",1867,1381,73.3,74,1059,56.2,56.7,"2014"
"2232","OKLAHOMA","Total",2690,1644,57.7,61.1,920,32.3,34.2,"2014"
"2242","OKLAHOMA","18 to 24",352,119,31.1,33.8,42,10.9,11.8,"2014"
"2252","OKLAHOMA","25 to 34",501,286,53.3,57.1,104,19.5,20.9,"2014"
"2262","OKLAHOMA","35 to 44",362,218,52.1,60.3,108,25.7,29.7,"2014"
"2272","OKLAHOMA","45 to 64",917,603,63.8,65.8,366,38.7,39.9,"2014"
"2282","OKLAHOMA","65+",558,418,73.5,74.8,300,52.9,53.8,"2014"
"2292","OREGON","Total",2870,2008,65.2,70,1594,51.8,55.5,"2014"
"2302","OREGON","18 to 24",358,149,39.1,41.6,89,23.4,24.9,"2014"
"2313","OREGON","25 to 34",483,333,62.7,69,242,45.6,50.2,"2014"
"2322","OREGON","35 to 44",436,311,62.6,71.4,237,47.8,54.4,"2014"
"2332","OREGON","45 to 64",994,757,71,76.2,615,57.6,61.8,"2014"
"2342","OREGON","65+",599,457,75.8,76.3,410,68,68.5,"2014"
"2352","PENNSYLVANIA","Total",9511,6121,61.7,64.4,3803,38.3,40,"2014"
"2362","PENNSYLVANIA","18 to 24",1062,404,36.1,38,116,10.4,10.9,"2014"
"2372","PENNSYLVANIA","25 to 34",1511,852,51.1,56.4,424,25.4,28,"2014"
"2382","PENNSYLVANIA","35 to 44",1385,972,65.5,70.1,509,34.3,36.8,"2014"
"2392","PENNSYLVANIA","45 to 64",3525,2398,66.5,68,1633,45.3,46.3,"2014"
"2402","PENNSYLVANIA","65+",2027,1496,73.1,73.8,1121,54.8,55.3,"2014"
"2413","RHODE ISLAND","Total",765,486,59.4,63.6,331,40.4,43.3,"2014"
"2422","RHODE ISLAND","18 to 24",103,44,41.1,43.3,14,13,13.7,"2014"
"2432","RHODE ISLAND","25 to 34",119,61,46.4,51.7,25,18.8,21,"2014"
"2442","RHODE ISLAND","35 to 44",109,67,54.9,61.8,45,37.1,41.7,"2014"
"2452","RHODE ISLAND","45 to 64",273,197,68.1,71.9,157,54.4,57.4,"2014"
"2462","RHODE ISLAND","65+",161,117,69.7,72.2,90,53.7,55.7,"2014"
"2472","SOUTH CAROLINA","Total",3569,2458,67,68.9,1514,41.3,42.4,"2014"
"2482","SOUTH CAROLINA","18 to 24",457,209,45.2,45.7,89,19.3,19.5,"2014"
"2492","SOUTH CAROLINA","25 to 34",590,386,62.5,65.4,156,25.2,26.4,"2014"
"2502","SOUTH CAROLINA","35 to 44",543,379,66.1,69.8,204,35.6,37.6,"2014"
"2513","SOUTH CAROLINA","45 to 64",1267,949,73.3,74.9,688,53.2,54.3,"2014"
"2522","SOUTH CAROLINA","65+",712,535,74.3,75.1,376,52.2,52.8,"2014"
"2532","SOUTH DAKOTA","Total",618,401,64.2,64.9,273,43.7,44.1,"2014"
"2542","SOUTH DAKOTA","18 to 24",67,24,NA,NA,8,NA,NA,"2014"
"2552","SOUTH DAKOTA","25 to 34",122,67,53.7,55.3,32,25.2,26,"2014"
"2562","SOUTH DAKOTA","35 to 44",85,62,71.7,72.6,42,48.1,48.7,"2014"
"2572","SOUTH DAKOTA","45 to 64",233,161,68.8,68.9,124,52.9,53,"2014"
"2582","SOUTH DAKOTA","65+",111,87,78.8,78.8,68,61.4,61.4,"2014"
"2592","TENNESSEE","Total",4815,3088,62.1,64.1,1763,35.4,36.6,"2014"
"2602","TENNESSEE","18 to 24",652,272,41.1,41.7,78,11.8,11.9,"2014"
"2613","TENNESSEE","25 to 34",741,387,48.2,52.2,137,17.1,18.5,"2014"
"2622","TENNESSEE","35 to 44",772,515,63.1,66.7,300,36.7,38.8,"2014"
"2632","TENNESSEE","45 to 64",1714,1184,67.7,69.1,747,42.7,43.6,"2014"
"2642","TENNESSEE","65+",935,730,77.3,78.1,502,53.1,53.7,"2014"
"2652","TEXAS","Total",16844,9946,51.4,59.1,5836,30.2,34.6,"2014"
"2662","TEXAS","18 to 24",2371,864,33.1,36.4,287,11,12.1,"2014"
"2672","TEXAS","25 to 34",3137,1551,40.6,49.4,687,18,21.9,"2014"
"2682","TEXAS","35 to 44",2816,1646,46.3,58.4,835,23.5,29.7,"2014"
"2692","TEXAS","45 to 64",5681,3801,59.2,66.9,2478,38.6,43.6,"2014"
"2702","TEXAS","65+",2839,2085,70.6,73.4,1548,52.4,54.5,"2014"
"2713","UTAH","Total",1924,1101,54.3,57.2,703,34.7,36.5,"2014"
"2722","UTAH","18 to 24",250,74,28.7,29.8,35,13.4,13.9,"2014"
"2732","UTAH","25 to 34",428,195,42.7,45.6,99,21.8,23.3,"2014"
"2742","UTAH","35 to 44",410,242,55.6,59.2,121,27.7,29.5,"2014"
"2752","UTAH","45 to 64",558,374,63.5,67,258,43.9,46.3,"2014"
"2762","UTAH","65+",279,215,75.3,77.3,189,66.1,67.9,"2014"
"2772","VERMONT","Total",482,324,65.7,67.2,205,41.6,42.5,"2014"
"2782","VERMONT","18 to 24",55,19,NA,NA,6,NA,NA,"2014"
"2792","VERMONT","25 to 34",72,30,NA,NA,12,NA,NA,"2014"
"2802","VERMONT","35 to 44",72,49,NA,NA,28,NA,NA,"2014"
"2813","VERMONT","45 to 64",179,140,75.7,78.1,93,50.7,52.3,"2014"
"2822","VERMONT","65+",105,86,81,82,65,61.5,62.2,"2014"
"2832","VIRGINIA","Total",5888,3924,63.1,66.6,2453,39.4,41.7,"2014"
"2842","VIRGINIA","18 to 24",681,315,43.2,46.2,112,15.4,16.5,"2014"
"2852","VIRGINIA","25 to 34",973,606,56.3,62.3,258,24,26.6,"2014"
"2862","VIRGINIA","35 to 44",989,697,63.8,70.5,403,36.9,40.8,"2014"
"2872","VIRGINIA","45 to 64",2086,1449,67.1,69.4,1017,47.1,48.7,"2014"
"2882","VIRGINIA","65+",1159,858,73.7,74,662,56.8,57.1,"2014"
"2892","WASHINGTON","Total",4776,3281,61.5,68.7,2390,44.8,50,"2014"
"2902","WASHINGTON","18 to 24",522,237,40,45.4,127,21.4,24.3,"2014"
"2913","WASHINGTON","25 to 34",840,458,45.4,54.5,247,24.5,29.4,"2014"
"2922","WASHINGTON","35 to 44",773,565,62.3,73.2,345,38,44.6,"2014"
"2932","WASHINGTON","45 to 64",1655,1242,69.1,75,981,54.6,59.3,"2014"
"2942","WASHINGTON","65+",986,779,75.7,79,690,67.1,70,"2014"
"2952","WEST VIRGINIA","Total",1440,896,61.8,62.2,484,33.4,33.6,"2014"
"2962","WEST VIRGINIA","18 to 24",183,85,46.2,46.6,26,14.3,14.4,"2014"
"2972","WEST VIRGINIA","25 to 34",204,120,58,58.8,41,19.8,20,"2014"
"2982","WEST VIRGINIA","35 to 44",212,125,57.8,58.8,63,29.1,29.5,"2014"
"2992","WEST VIRGINIA","45 to 64",504,316,62.6,62.7,189,37.4,37.4,"2014"
"3002","WEST VIRGINIA","65+",338,250,74.1,74.1,165,49,49,"2014"
"3013","WISCONSIN","Total",4232,3005,69,71,2343,53.8,55.4,"2014"
"3022","WISCONSIN","18 to 24",470,223,45.6,47.4,131,26.9,27.9,"2014"
"3032","WISCONSIN","25 to 34",724,415,54.9,57.3,287,38,39.6,"2014"
"3042","WISCONSIN","35 to 44",639,456,69,71.4,336,50.8,52.6,"2014"
"3052","WISCONSIN","45 to 64",1604,1282,77.4,79.9,1041,62.9,64.9,"2014"
"3062","WISCONSIN","65+",794,629,79.1,79.2,548,68.9,68.9,"2014"
"3072","WYOMING","Total",427,241,54.7,56.5,172,39.1,40.3,"2014"
"3082","WYOMING","18 to 24",51,14,NA,NA,7,NA,NA,"2014"
"3092","WYOMING","25 to 34",75,39,48.5,51.6,21,26.7,28.4,"2014"
"3102","WYOMING","35 to 44",70,36,NA,NA,21,NA,NA,"2014"
"3112","WYOMING","45 to 64",151,95,62.5,63.1,75,49,49.5,"2014"
"3122","WYOMING","65+",80,57,68.9,71.1,48,58.3,60.1,"2014"
"1103","US","Total",215081,153157,65.1,71.2,132948,56.5,61.8,"2012"
"2104","US","18 to 24",27535,14766,49.4,53.6,11353,38,41.2,"2012"
"318","US","25 to 34",35473,23435,57,66.1,18977,46.1,53.5,"2012"
"414","US","35 to 44",34265,24461,61.7,71.4,20965,52.9,61.2,"2012"
"514","US","45 to 64",76639,57795,70.4,75.4,52013,63.4,67.9,"2012"
"614","US","65+",41169,32699,76.9,79.4,29641,69.7,72,"2012"
"714","ALABAMA","Total",3479,2556,71.1,73.5,2154,59.9,61.9,"2012"
"814","ALABAMA","18 to 24",428,212,48.3,49.6,155,35.3,36.2,"2012"
"914","ALABAMA","25 to 34",535,359,62.4,67.2,271,47,50.6,"2012"
"1014","ALABAMA","35 to 44",582,410,66.7,70.6,330,53.7,56.8,"2012"
"1114","ALABAMA","45 to 64",1275,1051,81,82.4,939,72.4,73.7,"2012"
"1214","ALABAMA","65+",660,523,78.5,79.2,459,68.8,69.5,"2012"
"1314","ALASKA","Total",495,361,69.9,72.8,289,56,58.4,"2012"
"1414","ALASKA","18 to 24",61,31,NA,51.1,20,NA,32.5,"2012"
"1514","ALASKA","25 to 34",103,70,64,67.7,46,42.6,45,"2012"
"1614","ALASKA","35 to 44",80,60,70.2,75.4,50,58.6,62.9,"2012"
"1714","ALASKA","45 to 64",182,144,77.6,79.3,122,65.7,67.1,"2012"
"1814","ALASKA","65+",69,55,NA,80,51,NA,73.2,"2012"
"1914","ARIZONA","Total",4314,2812,57.8,65.2,2412,49.6,55.9,"2012"
"2014","ARIZONA","18 to 24",545,301,51.4,55.3,234,40,43,"2012"
"2114","ARIZONA","25 to 34",709,399,46.5,56.3,289,33.7,40.8,"2012"
"2214","ARIZONA","35 to 44",713,437,50.2,61.3,382,43.9,53.6,"2012"
